prompt_idx,group,genre,prompt,eps_s,eps_g,eps_g_median,eps_g_std,f_phi_norm,J_phi_mean,vjp_00,vjp_01,vjp_02,vjp_03,vjp_04,vjp_05,vjp_06,vjp_07,vjp_08,vjp_09
77,cartoon,animal,"a cartoon cat sleeping on a windowsill, pastel colors, bold outlines, cartoon illustration",206.5977325439453,134.14700012207032,103.54844284057617,66.63265389350506,226.15896606445312,10.946773910522461,98.23612213134766,99.25194549560547,86.97637176513672,75.5130386352539,137.54861450195312,299.3238220214844,80.65890502929688,107.84494018554688,150.44708251953125,205.66915893554688
78,cartoon,animal,"a cartoon fox running through autumn forest, bold outlines, warm flat colors, cartoon illustration",198.1841278076172,36.53341102600098,31.538825035095215,11.029308813905116,241.98085021972656,12.150520467758179,51.91499328613281,29.904096603393555,31.146739959716797,21.287281036376953,31.004541397094727,34.12223434448242,31.930910110473633,57.66279220581055,47.26361846923828,29.09690284729004
79,cartoon,animal,"a cartoon bear fishing in a stream, flat colors, thick outlines, cartoon illustration",198.90638732910156,47.022062110900876,43.78635787963867,15.415056697152082,206.36351013183594,19.319540882110594,61.07701110839844,40.871707916259766,59.10861587524414,29.307619094848633,74.87140655517578,37.92392349243164,61.00862121582031,33.21649932861328,26.13420867919922,46.70100784301758
80,cartoon,human,"a cartoon child flying a kite on a hill, bold outlines, primary colors, cartoon illustration",223.7530059814453,1895.1741596221923,1798.64697265625,1470.4255079092097,243.11473083496094,10.385095834732056,4137.21142578125,915.9894409179688,505.59515380859375,2854.614501953125,4488.00732421875,1610.205322265625,330.08544921875,28.887470245361328,2094.056884765625,1987.088623046875
81,cartoon,human,"a cartoon old wizard with a long beard, exaggerated features, flat colors, cartoon illustration",189.5056915283203,8.094449853897094,7.850996017456055,1.8813541639501563,190.60586547851562,6.202132749557495,7.68727970123291,12.258954048156738,6.8712639808654785,8.106863021850586,9.454025268554688,7.480058670043945,9.566235542297363,8.0147123336792,6.467507362365723,5.037598609924316
82,cartoon,human,"a cartoon pirate captain on a ship deck, bold outlines, bright colors, cartoon illustration",269.26593017578125,78.69065780639649,63.37724685668945,31.98859087217045,233.60269165039062,22.627184104919433,76.42027282714844,165.6449737548828,87.60415649414062,59.817718505859375,58.87777328491211,61.73072814941406,61.869049072265625,64.88544464111328,97.9442367553711,52.11222457885742
83,cartoon,human,"a cartoon astronaut floating in space, geometric planet shapes, flat colors, cartoon illustration",209.1875,22.09710168838501,19.364185333251953,8.87770031396689,234.5637969970703,8.665689373016358,35.89649200439453,13.924846649169922,20.65595054626465,15.255034446716309,34.086631774902344,34.53425979614258,22.055702209472656,18.072420120239258,15.555608749389648,10.934070587158203
84,cartoon,human,"a cartoon chef holding a giant cake, exaggerated smile, bold outlines, cartoon illustration",216.3321075439453,31.540818405151366,29.105701446533203,11.076764177327005,198.18856811523438,18.409056758880617,31.821502685546875,23.129972457885742,59.494686126708984,26.38990020751953,31.899673461914062,32.011844635009766,25.222837448120117,41.78073501586914,24.51125717163086,19.145774841308594
85,cartoon,landscape,"a cartoon sunny meadow with oversized flowers and a rainbow, flat colors, cartoon illustration",191.4744415283203,32.04578046798706,31.017382621765137,14.702956831000932,232.9295654296875,13.270114326477051,50.02885055541992,19.364336013793945,29.739091873168945,13.517340660095215,61.20994567871094,37.42746353149414,32.29567337036133,38.0168342590332,12.524456024169922,26.333812713623047
86,cartoon,landscape,"a cartoon haunted house on a hill at night, glowing windows, flat colors, cartoon illustration",188.6193389892578,24.877089023590088,25.980113983154297,6.399559828700347,222.32362365722656,7.9134923934936525,24.679216384887695,26.43994903564453,28.255178451538086,25.893146514892578,37.250301361083984,19.904605865478516,18.732624053955078,29.25853729248047,26.067081451416016,12.290249824523926
87,cartoon,landscape,"a cartoon underwater scene with smiling fish and coral, bright colors, cartoon illustration",199.2819061279297,19.848549175262452,18.076241493225098,8.658229843147444,249.79763793945312,14.790478563308715,13.281097412109375,8.925212860107422,35.5452766418457,30.607500076293945,9.495847702026367,19.629764556884766,16.52271842956543,22.02094268798828,28.23716163635254,14.219969749450684
88,cartoon,landscape,"a cartoon desert with a single cactus and blazing sun, flat colors, cartoon illustration",189.34254455566406,37.13508186340332,35.254886627197266,18.164817962033354,216.89810180664062,8.750482177734375,35.77491760253906,26.565311431884766,68.19776153564453,44.29731369018555,34.73485565185547,13.055083274841309,13.856902122497559,67.35384368896484,41.05044174194336,26.464387893676758
89,cartoon,landscape,"a cartoon snowy village at Christmas with tiny houses, bright colors, cartoon illustration",207.41339111328125,44.002314758300784,46.359113693237305,11.582101823271236,268.1991271972656,6.27112603187561,41.197837829589844,41.21406173706055,33.05043029785156,54.43943405151367,20.416194915771484,52.276309967041016,52.38637161254883,59.620025634765625,33.91831588745117,51.50416564941406
90,cartoon,architecture,"a cartoon castle with round towers and a drawbridge, bright colors, cartoon illustration",187.87246704101562,31.21657314300537,24.88780403137207,19.160423013319505,205.5410919189453,9.318086719512939,27.95600700378418,74.6927490234375,21.81960105895996,58.62277603149414,35.55437088012695,17.00283432006836,15.38137149810791,16.371971130371094,15.942120552062988,28.821929931640625
91,cartoon,architecture,"a cartoon treehouse connected by rope bridges, flat colors, cartoon illustration",174.01025390625,52.070695304870604,35.061044692993164,37.95183387626852,199.228271484375,4.117223954200744,98.96697235107422,18.36423683166504,36.90401077270508,16.584436416625977,29.40543556213379,33.06975173950195,59.61338424682617,143.12718200683594,51.45346450805664,33.21807861328125
92,cartoon,architecture,"a cartoon lighthouse with a smiling face, bold outlines, flat colors, cartoon illustration",201.09207153320312,30.302793121337892,27.94658374786377,15.97032751326599,203.20468139648438,19.426294088363647,19.292613983154297,40.29863739013672,8.485130310058594,43.93641662597656,48.337913513183594,16.088720321655273,34.158607482910156,21.734560012817383,57.71949768066406,12.975833892822266
93,cartoon,architecture,"a cartoon city street with buildings that have faces, smiling windows, cartoon illustration",178.24879455566406,10.608144521713257,9.662216663360596,3.3215530286879655,216.5888671875,3.899302840232849,11.592253684997559,8.850639343261719,9.301446914672852,10.327139854431152,7.706262111663818,14.528278350830078,10.02298641204834,8.002042770385742,18.50022315979004,7.2501726150512695
94,cartoon,architecture,"a cartoon bakery storefront with a giant pretzel sign, warm colors, cartoon illustration",173.34352111816406,39.275337314605714,39.064308166503906,18.44157194191363,213.5981903076172,10.848463010787963,48.78238296508789,76.81148529052734,41.68690872192383,48.07497024536133,32.19245529174805,11.481901168823242,27.265888214111328,14.920546531677246,55.09512710571289,36.441707611083984
95,cartoon,abstract,"a cartoon representation of music as bouncing shapes, bold outlines, cartoon illustration",225.81727600097656,37.25014352798462,29.17795181274414,17.30578757893737,247.42715454101562,15.111284255981445,44.40545654296875,26.558643341064453,27.18996238708496,49.48690414428711,21.489845275878906,27.802776336669922,64.45020294189453,13.470599174499512,30.55312728881836,67.09391784667969
96,cartoon,abstract,"a cartoon rainbow exploding from a cloud, bold outlines, primary colors, cartoon illustration",245.97198486328125,19.004405784606934,16.722970962524414,6.462530740009837,261.7600402832031,15.135742378234863,16.904682159423828,16.541259765625,17.87993621826172,13.880960464477539,28.518142700195312,9.072395324707031,22.800369262695312,31.734411239624023,16.410505294799805,16.301395416259766
97,cartoon,abstract,"a cartoon map with tiny mountains and sea monsters, bold outlines, cartoon illustration",171.5902557373047,28.901865482330322,30.8388671875,8.172237987959589,240.31695556640625,5.25773856639862,16.764867782592773,41.163734436035156,21.818954467773438,29.185962677001953,35.286495208740234,35.25531005859375,33.72475814819336,28.659042358398438,14.667757987976074,32.49177169799805
98,cartoon,abstract,"a cartoon planet with a smiling face and colorful rings, flat colors, cartoon illustration",216.40350341796875,30.040667057037354,29.988088607788086,8.740288171705055,212.9136199951172,17.327779293060303,28.637739181518555,38.06599426269531,18.772510528564453,28.30238914489746,31.338438034057617,24.562164306640625,45.14243698120117,14.805132865905762,38.426944732666016,32.35292053222656
99,cartoon,abstract,"a cartoon portal swirling with colorful energy, bold outlines, flat colors, cartoon illustration",243.9180450439453,14.613644123077393,14.64591121673584,3.719784822096183,231.8614044189453,6.218111324310303,8.381253242492676,11.25271224975586,20.166297912597656,10.461973190307617,16.405651092529297,19.538984298706055,13.058612823486328,15.505125045776367,13.786697387695312,17.579133987426758
